Word	Occurrences	Reference
avoedale            	1	MAT 9:21
avoei               	1	MAT 3:14
avoela              	3
avoele              	229
Avoelega            	2
avoelega            	2
avoeletagau         	1	ROM 2:1
avoelolu            	2
avoelu              	1	JAS 1:6
avoevaliu           	1	MAT 16:2
avoi                	2
avol                	1	ROM 12:14
avola               	34
avolate             	2
avole               	19
avolea              	1	MRK 10:32
avoleu              	1	MRK 1:41
avolo               	1	ACT 10:22
avolu               	266
Avolu               	1	MRK 12:43
avolulouale         	1	MAT 18:6
avoluveta           	1	JHN 6:66
avoluvita           	74
avoluvuita          	1	ROM 7:4
avor                	1	LUK 9:18
avota               	40
Avota               	1	REV 12:7
avoti               	81
avotitilu           	1	MAT 9:9
avqale              	1	COL 3:25
avue                	3
awelu               	1	MAT 1:20
ba                  	1093
Ba                  	9
BA                  	1	REV 2:11
baa                 	38
Baa                 	1	MAT 15:2
baata               	2
baatale             	1	COL 3:17
babataiso           	1	MAT 3:14
babataisoai         	2
babataisu           	1	LUK 12:50
babatisage          	1	MRK 4:20
babatisiave         	1	ACT 2:38
BABATISO            	1	MAT 3:1
babatiso            	11
Babatiso            	15
babatisoa           	2
babatisoaevelu      	4
babatisoage         	1	ACT 22:16
Babatisoage         	2
Babatisoai          	7
babatisoai          	4
Babatisoaito        	1	ACT 9:19
Babatisoale         	5
babatisoale         	6
babatisoalu         	6
Babatisoalu         	2
babatisoave         	3
Babatisoave         	2
babatisoeage        	1	ACT 8:13
babatisoeava        	1	JHN 4:2
Babatisoeavalu      	1	MRK 1:10
babatisoeavalu      	2
babatisoeavei       	1	JHN 1:33
Babatisoeavele      	1	JHN 10:40
babatisoeaveva      	2
Babatisoeaveva      	2
babatisoge          	2
Babatisoge          	2
babatisogei         	2
Babatisogei         	2
babatisogelu        	5
Babatisogelu        	4
Babatisogeva        	2
babatisogeva        	1	JHN 1:31
Babatisogevale      	2
babatisogevale      	2
babatisogeve        	2
Babatisogeve        	1	1CO 1:14
babatisogevelu      	1	MRK 1:5
Babatisoiva         	1	1CO 15:29
babatisoivale       	4
babatisolu          	1	MAT 3:7
Babatisolu          	2
babatisou           	1	EPH 4:5
Babilia             	4
babilia             	1	ACT 14:24
Babosi              	2
babtiso             	1	MAT 28:19
babu                	2
babuai              	1	1TI 5:21
Babuloni            	3
babuloni            	1	REV 18:24
babulonia           	5
bachata             	1	REV 2:26
badalu              	1	MRK 9:39
badata              	1	MRK 11:29
badeu               	3
badeuia             	1	1JN 4:2
Badeuiale           	1	REV 1:19
badeuluga           	1	1CO 15:30
Badeva              	1	MAT 11:18
badevala            	1	LUK 7:33
badilumuale         	1	MRK 7:32
badimuale           	2
badimulivebele      	1	MAT 9:16
badimulivelu        	2
badimulivelubele    	1	MRK 2:22
badimuva            	2
badu                	2
badua               	1	TIT 3:3
baduale             	1	LUK 21:22
badulue             	3
baduu               	1	REV 15:7
baduve              	1	REV 19:15
bae                 	31
baeage              	2
baeai               	4
baealu              	2
baeavai             	1	ACT 18:2
baeavale            	1	REV 9:20
baekuai             	1	MRK 11:20
baelaki             	1	REV 2:14
Baelamiu            	1	JUD 1:11
baelamiu            	1	REV 2:14
Baelamu             	1	2PE 2:15
baelamu             	1	REV 2:14
baelo               	1	ROM 11:4
bagalaveo           	1	MRK 16:4
bagu                	1	JHN 4:28
bagule              	1	LUK 22:10
bagumai             	1	ACT 27:28
bahat               	1	REV 16:19
BAHATA              	1	MAT 1:17
bahata              	846
Bahata              	1	REV 19:5
bahatae             	1	ACT 10:41
bahataea            	21
bahataeale          	9
bahataeali          	1	HEB 12:14
bahataele           	8
bahatala            	1	1CO 16:23
bahatalai           	7
bahatale            	21
bahatalela          	1	ROM 6:17
bahatau             	1	1TI 4:15
bahatu              	1	2TH 2:1
bahava              	1	JHN 5:39
bahoe               	4
bahoela             	1	MAT 13:28
bahoeve             	1	MAT 13:25
bahoeveu            	1	MAT 13:25
bahta               	1	REV 14:6
bai                 	114
Bai                 	1	REV 15:7
baia                	1	REV 11:19
Baiabe              	1	MAT 7:16
baiabekele          	1	MAT 7:20
baiage              	1	LUK 13:9
baiagei             	1	ACT 14:17
baiai               	4
baiaiva             	1	JHN 15:4
baiale              	4
baialivelu          	2
baialu              	2
baialuaga           	1	LUK 6:43
baiave              	1	JHN 15:5
baibe               	1	MAT 21:19
Baibolo             	1	MAT 21:42
baidisi             	7
Baidisi             	1	REV 16:1
baidisite           	1	REV 16:3
baie                	9
baiegau             	1	MAT 15:18
baiesolige          	1	MAT 3:10
baieveu             	4
Baigeus             	1	2TI 1:15
baii                	4
baike               	1	MRK 12:33
baiki               	6
Baiki               	1	REV 16:20
baikiai             	1	LUK 3:17
baila               	2
Bailate             	19
bailate             	1	ACT 3:13
Bailateti           	1	LUK 23:12
Bailateu            	39
Bailati             	4
Bailatie            	1	LUK 23:13
Bailatiu            	5
baile               	7
bailu               	2
baisialivelu        	1	1CO 9:26
baita               	80
Baita               	1	REV 14:2
baital              	1	REV 18:2
baitale             	1	JHN 19:34
baite               	4
baiteai             	1	MAT 7:16
baitebai            	1	MAT 18:9
baito               	15
Baito               	1	JHN 8:33
baiu                	30
baiuba              	1	MAT 7:16
baiuvato            	1	MAT 7:16
baivai              	1	2TI 2:6
baive               	42
baivea              	1	MRK 11:13
baivebe             	1	LUK 13:7
baivekeu            	1	MAT 7:17
baivela             	5
baivetaule          	1	MAT 12:33
baiveu              	20
baivoleu            	1	MAT 12:33
bake                	2
baketau             	1	JHN 4:11
bakevaso            	1	MAT 7:5
bakutoai            	2
Balabasi            	12
Balaki              	1	HEB 11:32
balalalive          	1	TIT 3:9
balalase            	1	MRK 2:3
balalasi            	1	MRK 2:5
balalava            	1	LUK 3:15
balasi              	1	REV 9:20
Balateu             	4
Balatia             	1	MAT 23:35
balebeu             	1	HEB 4:13
Baliesu             	1	ACT 13:6
baliki              	1	ACT 23:10
balikie             	1	ACT 21:34
BALISESE            	1	MAT 3:7
balisese            	2
Balisese            	66
Balisesea           	25
balisesea           	1	JHN 7:47
BALISESEA           	1	PHP 3:5
Baliseseake         	1	MAT 12:14
Baliseseali         	3
Balisesele          	1	LUK 5:33
Baliseseta          	1	MAT 16:6
baloi               	1	LUK 9:59
baloui              	1	MAT 23:11
balubaluai          	1	MAT 23:4
bamu                	1	LUK 22:52
bamuoele            	1	JHN 12:13
Banaasiti           	1	1CO 9:10
Banabasi            	8
Banabasita          	12
Banabasitalai       	1	ACT 13:50
Banabasitalu        	1	ACT 14:2
Banabasiti          	18
Banabasiu           	5
Bananbasiti         	1	ACT 15:4
banikae             	3
banisiavei          	2
banisiaveve         	1	ACT 4:21
banisita            	1	JHN 11:44
Banuela             	1	LUK 2:36
baoea               	1	LUK 1:71
barabara            	1	REV 16:7
Basabasi            	1	ACT 1:23
Basabasita          	1	ACT 15:22
basale              	1	ROM 3:19
base                	1	LUK 6:22
basenidia           	1	REV 18:17
baseu               	1	LUK 20:1
basi                	1	LUK 2:41
basikedi            	3
basiketi            	6
basiketile          	2
basiketiu           	2
Basileia            	1	MAT 8:11
Basileiabeu         	1	LUK 1:33
basiouva            	2
basiova             	7
Basiova             	15
Basiovalu           	1	JHN 12:20
Basisesea           	1	MAT 22:41
Basitasege          	1	EPH 4:11
basiu               	1	HEB 11:30
Baslisese           	2
Baslisesea          	1	MAT 22:34
Basova              	1	MRK 14:1
basova              	1	MRK 14:14
basu                	171
Basu                	8
'basu               	1	JHN 19:7
basuai              	6
basuala             	1	ACT 21:24
basuale             	97
Basuale             	4
basualeke           	1	MAT 26:28
basualela           	1	1JN 3:4
basuavale           	1	LUK 6:7
basuiabe            	4
basuke              	1	ACT 26:5
basula              	5
Basula              	1	JHN 7:23
basulakeu           	1	MAT 7:12
basule              	1	ACT 23:3
basulo              	1	LUK 2:1
basumage            	4
basumai             	5
basumale            	6
basumalu            	1	MAT 18:6
basumege            	1	MAT 23:34
basuta              	1	LUK 1:72
basute              	17
basuteke            	1	HEB 8:4
Basuu               	1	JHN 1:17
basuu               	1	ACT 11:8
basuve              	12
Basuve              	1	1JN 3:23
basuvebeu           	1	LUK 16:17
basuveu             	1	2JN 1:6
bata                	26
Bata                	1	REV 9:6
batabata            	8
batabatale          	1	1CO 10:21
batabataveu         	1	HEB 9:2
batai               	1	GAL 4:1
Batala              	1	ACT 21:1
batalivelu          	1	MAT 14:16
Batamaeas           	1	MRK 10:46
batataisoalu        	1	MAT 3:15
batate              	6
batati              	1	REV 21:23
batau               	10
Batau               	1	REV 17:10
bataule             	1	ACT 2:19
batava              	1	TIT 1:12
bati                	1	REV 12:4
Batia               	1	ACT 2:9
batimosi            	1	REV 1:9
Batobasi            	1	ROM 16:14
Batolomeu           	1	MRK 3:18
Batolomi            	1	ACT 1:13
Batolomiu           	2
bau                 	2
baua                	68
Baua                	1	REV 2:19
bauala              	7
baualau             	1	MRK 14:6
bauau               	1	MAT 17:5
bauda               	9
baukomale           	1	ACT 10:11
baulonia            	1	REV 18:2
bausa               	1	JHN 2:10
bavadeuluga         	1	MAT 9:14
bavae               	2
bavage              	1	REV 6:16
bavi                	1	ACT 7:42
bavu                	5
bavuai              	2
bavuale             	9
bavualelu           	1	ACT 18:6
bavualeta           	2
bavualeu            	1	LUK 23:45
bavualive           	1	LUK 12:12
bavualivelu         	1	ROM 8:35
bavue               	10
bavuesolilu         	1	1TI 4:5
bavuevege           	4
bavuevei            	2
bavuevelu           	2
bavuevevale         	1	1CO 14:39
bavuge              	30
bavugeale           	1	HEB 12:1
bavugei             	2
bavugeitilu         	1	PHP 1:12
bavugelivelu        	4
bavugelu            	9
bavugeva            	1	LUK 11:52
bavugevale          	1	2CO 10:5
bavui               	42
bavuiava            	1	1TI 6:13
bavuiavagei         	1	HEB 10:27
bavuiavai           	2
bavuiavaive         	1	LUK 16:31
bavuiavalive        	1	1PE 3:14
bavuiavalu          	1	HEB 12:22
bavuitiva           	1	MRK 4:33
bavuito             	3
bavulauage          	1	MAT 27:46
bavulive            	1	ROM 8:38
bavulivelu          	12
bavulu              	33
bavusege            	3
bavuva              	4
bavuve              	2
bavuveve            	1	EPH 6:11
Bbulave             	1	MAT 12:8
be                  	100
Be                  	12
bea                 	24
beaba               	2
beala               	1	2TI 2:17
beale               	3
beali               	1	ACT 26:30
beaue               	1	MAT 2:18
beauu               	1	MAT 6:26
beba                	2
Beba                	1	LUK 1:63
bebai               	1	LUK 15:7
bebale              	1	GAL 3:15
bebolo              	2
bedisi              	1	MRK 2:4
bedita              	1	MRK 15:19
bedoe               	1	MAT 27:30
bedoea              	5
bedoeala            	1	LUK 9:3
bedoeale            	1	HEB 11:21
bedoeau             	1	HEB 9:4
bedovege            	3
bee                 	5
Bega                	3
begamamu            	1	REV 1:11
behaumage           	4
behaumai            	1	MRK 8:23
behaumalu           	4
Behuda              	2
behuda              	3
behudaleke          	1	MAT 8:33
behudava            	1	MAT 15:22
bei                 	3
beiai               	1	LUK 22:5
beiavai             	1	JHN 12:18
Beiavai             	1	JHN 12:19
beiavei             	1	ACT 28:15
beiba               	1	REV 6:14
beibavela           	1	MAT 5:31
beige               	2
beigelu             	1	MAT 28:12
beigeto             	1	JAS 3:5
beikate             	1	2CO 12:8
beiki               	1	MAT 10:10
beikini             	4
Beiseda             	1	MRK 8:22
beisi               	2
beivate             	1	MAT 6:29
bekabekate          	3
bekate              	9
bekatea             	1	MAT 13:7
bekatelea           	1	MRK 4:7
bekateu             	1	JHN 19:5
Bekau               	1	2CO 8:15
bekini              	3
bela                	56
Bela                	2
BELA                	1	REV 2:10
belabe              	1	MAT 22:46
belae               	1	JHN 16:5
belaeve             	1	LUK 9:45
belaevei            	1	ACT 10:17
belaevelu           	1	JHN 9:17
belagau             	3
belage              	11
belagege            	3
belagei             	32
belagelive          	1	1CO 10:25
belagelu            	2
belageva            	2
belageve            	1	LUK 11:19
Belagevege          	1	LUK 2:45
belagevege          	1	ACT 24:11
